Device_ID,User_ID,Age,Household_Size,City,Avg_Energy_Usage_kWh,Peak_Load_kW,Water_Usage_L_per_day,Occupancy_Hours,Smart_Device_Count,Weather_Condition,Weekday,Energy_Cost
,,47.24584190801133,2.0139254329872744,Kochi,4.355107235398693,2.6491485353517294,712.303860427805,8.205839847903416,18.72740005268119,Rainy,Sun,2059.6450970318165
,,33.57981269426563,-0.10069020786672356,Kochi,3.7961052426473474,6.273110563059127,455.1478438929011,10.697099554572631,3.6557122605828365,Sunny,Mon,1405.4414422047046
,,82.6972522047625,3.982961193618631,Chennai,2.7372308623827397,-9.954386328879083,646.286561497813,19.226281591417504,20.827258804882977,Sunny,Wed,981.1236714279318
,,33.03504267424422,-0.2474312814848414,Pune,4.7297623439740075,2.5443685173693598,427.9857826146803,5.989761272056754,-1.132629031833222,Sunny,Thu,1293.3315535594488
,,32.552104591506534,6.820045757258108,Kochi,3.7669523546132493,-0.6770583810784514,70.38115224910038,-0.8398434484128385,15.699854292150734,Cloudy,Mon,238.49073602095112
,,31.3144383882961,6.12496846497987,Chennai,5.446548338184112,2.0397699099844333,220.2216546109368,1.9814873677043483,1.9761844382037825,Sunny,Wed,379.4680159058096
,,29.693124833276674,4.6212360754808985,Hyderabad,20.737284740997612,2.0157910538779698,727.7907264596391,6.286751304793506,0.3553277580792269,Cloudy,Fri,3792.760179313545
,,96.11636893869967,6.589662869894898,Kochi,8.477070668937598,4.528938095368314,84.568324849813,9.486385296177438,8.371609659179983,Rainy,Wed,2832.401364315906
,,28.757376018926422,4.654146876642529,Pune,12.849555957465132,6.504434395234189,529.34705922562,1.2651398358748747,11.173441049565024,Rainy,Sun,528.9890170143681
,,71.23189445952048,5.006001649414922,Kochi,18.777862587552328,5.585872392067029,478.05151218656573,3.8158523478275894,13.722835899774282,Sunny,Wed,860.8493953319671
,,66.83188476717571,9.009797490867195,Hyderabad,19.93368343598617,2.1375416304679407,547.1371640524734,4.952305798557774,12.243995208070817,Rainy,Sun,1095.6772145080645
,,46.44273439805783,4.884791314387303,Kochi,22.557198093030227,2.8877492848236854,-10.20165936146617,20.42822715935394,4.3736349130944765,Sunny,Wed,3163.118211945905
,,65.53179468788137,7.997708366407203,Pune,0.6930297680504864,-2.5873250560211636,590.9408424617893,14.324975759277734,4.201529146173187,Cloudy,Tue,-249.50838736323146
,,54.88475892532399,2.805770266560896,Chennai,-1.6709125903448303,5.401188894616919,485.6988172224758,15.576706557975577,18.664835849242447,Rainy,Wed,763.530207191754
,,77.53673408554758,6.747649625385192,Pune,6.134503259538297,7.0684360901197,345.3646537134788,4.278025345611548,6.417775033302145,Sunny,Sat,2739.7506033030722
,,18.644224043572663,5.382108470055565,Chennai,6.097394471570032,3.3990912220994014,605.4959788519994,13.026246278544097,6.7659165063922355,Rainy,Wed,639.6975529298759
,,66.80854285333231,2.329681012885499,Bengaluru,13.018935593501379,6.3576759883353375,716.8317776789239,7.166041371508042,17.562668570529475,Rainy,Tue,1832.5825546307742
,,81.67388872170592,8.99523000364993,Pune,15.819712862736155,6.030469703505854,729.1170589644837,13.79081259102759,9.16809314999552,Sunny,Tue,2227.409343024475
,,132.47542336404084,3.5222747633447544,Pune,6.087710693101388,3.360398740868548,417.65989480119833,12.22558868644208,14.914913932575597,Rainy,Fri,-475.52009700551616
,,30.7201506488534,2.260247543870875,Hyderabad,14.41463575238212,8.843448212718432,747.0044853898172,5.932218917899728,5.05530197138247,Rainy,Sun,661.0682799328061
,,89.79147373203027,4.211213937150036,Kochi,11.728912440022338,1.628318602739431,553.8352009598741,11.012287504636172,4.712038092240327,Rainy,Thu,526.8279714818459
,,37.88514381589397,2.7600714869160825,Chennai,-0.2964941328820383,8.369143688727549,801.4366549524434,9.88290617067103,9.096511317804856,Rainy,Mon,2447.814681289397
,,65.83919928268013,-1.0566555659101557,Chennai,21.124356184182776,-3.1608404116707396,650.7335088599909,10.728222487428315,9.255012063694753,Cloudy,Mon,962.2114825455609
,,65.93065617067916,6.824063873028226,Hyderabad,6.823201873543718,6.114515499756579,413.68924321184255,14.266987839423438,6.306513783624549,Rainy,Wed,32.610540286362266
