Device_ID,User_ID,Age,Household_Size,City,Avg_Energy_Usage_kWh,Peak_Load_kW,Water_Usage_L_per_day,Occupancy_Hours,Smart_Device_Count,Weather_Condition,Weekday,Energy_Cost
,,0.9838577001829734,2.0773829343377597,Kochi,8.546542390648845,7.8328609867534835,224.12707298738297,10.493578888002682,12.719203622216494,Rainy,Sun,1932.7514024542118
,,53.16980245742876,6.790442750885328,Kochi,22.704513979553735,2.234358084641056,439.03749882069917,3.210275825885799,1.8745125584675568,Sunny,Mon,2426.7282406480617
,,41.56098712467192,7.837339147230624,Chennai,21.014740609960164,-0.11922567375618587,532.6651470542527,18.79972161036961,29.716622595841585,Sunny,Wed,1459.6006295685813
,,29.706383543870846,3.785762167464949,Pune,5.122660255797336,3.0720436713740367,1023.5816049120253,10.876713272841188,11.551819785742053,Sunny,Thu,945.9872405916686
,,32.53182081753082,8.132688830509135,Kochi,22.661385710399173,5.2564635074682835,512.4737777075851,1.392797933723938,3.5040813667452584,Cloudy,Mon,1109.0069675661396
,,24.456276514461337,-2.2620457830325673,Chennai,17.13417360302076,9.516162591423301,416.40583068048795,7.194379159111168,3.3978054037259717,Sunny,Wed,1813.8198315870209
,,70.40163836649624,3.7329110421115193,Hyderabad,16.17053425395447,3.1604627387974618,599.9303542810584,5.456240818714834,6.582013364391095,Cloudy,Fri,35.54658665509555
,,35.15533633487685,9.959266931546619,Kochi,13.79535524386468,-1.4078584808178443,708.7366431968829,7.2600218497885844,0.17596459694674715,Rainy,Wed,1982.0793833661257
,,36.148549123902775,6.102543769524945,Pune,14.271564531236379,5.4448482529046025,746.3483161145629,19.50235125922964,5.46330347172785,Rainy,Sun,1365.9176935631472
,,60.04731159379456,3.136707145283756,Kochi,0.2799043007008146,3.7167050988393284,388.3498384941388,5.212459836785903,12.77240836463219,Sunny,Wed,3718.541488806698
,,93.69571766953986,7.501949339811242,Hyderabad,15.370530917150543,2.7762192965456576,175.79145699224466,8.439935691203594,-0.8623639165279244,Rainy,Sun,1853.0361590559912
,,51.09497778440718,4.2793588809576,Kochi,6.175476793306808,1.5622033223915375,460.79076664517476,4.533523553687847,10.719795658767527,Sunny,Wed,965.9121256952166
,,80.22161429509138,3.912303434438004,Pune,14.24813505908107,0.9458161888617526,157.88270881117143,8.729006543586824,4.215880299368048,Cloudy,Tue,1195.2048759928548
,,64.61715603818908,-0.16729167263888467,Chennai,10.46724426796311,3.985773134697885,351.4469643474388,21.793666036737424,10.353191026535018,Rainy,Wed,1888.9406255255342
,,52.13320589620944,5.089827344467694,Pune,-1.460706037333956,5.539840503490684,158.08575018067097,2.7618992447077693,8.338991794344043,Sunny,Sat,2862.7193953194746
,,17.01912992140341,3.047602603540697,Chennai,7.443731285467292,4.941303955887192,241.05384607579583,10.299886230058938,5.163614247586837,Rainy,Wed,2454.2095917531656
,,74.11319360601121,3.531597110953829,Bengaluru,10.804080486644168,2.672088670049444,471.5613756673481,6.248473610516713,13.28321225926374,Rainy,Tue,2277.9581433182902
