Device_ID,User_ID,Age,Household_Size,City,Avg_Energy_Usage_kWh,Peak_Load_kW,Water_Usage_L_per_day,Occupancy_Hours,Smart_Device_Count,Weather_Condition,Weekday,Energy_Cost
,,1.8423677909410792,-1.6674865108415373,Kochi,11.374246203662475,6.251235320360453,-404.4209219851915,5.597501456924572,3.2724068817789393,Rainy,Sun,-1057.9704985024305
,,25.120397573137886,3.8281043613639265,Kochi,2.814666826847618,6.789516234587793,643.7892268041065,8.361482282989686,13.290407174926342,Sunny,Mon,2274.4123700706523
,,49.035233332993634,10.699459027552724,Chennai,2.120504698025883,6.960285677912313,746.3116821953166,9.423594663466279,7.9151086998431035,Sunny,Wed,-105.7006825474673
,,18.14832534086108,8.93673681034827,Pune,27.728721695353883,2.6892707655753925,324.92794257207294,23.059615721859103,7.8013409008532015,Sunny,Thu,2512.8462715177084
,,69.94205626698064,5.980224531093249,Kochi,16.099188467103076,3.789380610377697,261.6134737089188,11.24759173444951,8.885499431500179,Cloudy,Mon,1162.51189403678
,,27.77649430830011,4.83644209601807,Chennai,10.36564796367388,4.330679843577728,223.80792885111782,16.209454156860474,4.430975878892784,Sunny,Wed,-68.31945604667817
,,48.030550382493274,3.7428741832896377,Hyderabad,13.818341634046478,4.00769970868866,555.2414307646793,8.222303055868288,-5.302850186336743,Cloudy,Fri,1327.3859685277444
,,10.798842497601957,4.2493297901751665,Kochi,19.14605701191274,-1.1711365048741422,427.89314794756723,7.3602164022413925,15.373216504755355,Rainy,Wed,1457.249959074412
,,23.279165405192224,3.7952626186785694,Pune,11.26434417859467,1.2570477545414644,408.3319438882537,3.9417277086420643,26.928608994816962,Rainy,Sun,-126.51496706924081
,,26.025065844559045,8.395684486862692,Kochi,10.082988897392154,7.976988054981197,-63.6018409027464,6.711104811549588,8.056411193709378,Sunny,Wed,2096.3773857580595
,,26.686357862896564,2.749797821134567,Hyderabad,8.659904692124298,4.804563532904794,763.0208733572947,11.66559364349521,3.230620602122954,Rainy,Sun,1056.3732821130657
,,-29.777952546944476,4.532540530585594,Kochi,3.8498692156762107,2.360339012924436,601.8119864704665,16.683843196880385,20.29591419311737,Sunny,Wed,2244.037293488994
,,76.48919033226147,6.0117192986740315,Pune,13.547493204882663,6.429887195679141,173.41756197743206,6.7365361640634855,5.158697996193584,Cloudy,Tue,1210.919565935181
,,76.65018455529491,1.250938613459007,Chennai,8.339582808109322,7.317602843499157,164.23819235007664,11.527786114521346,21.033527508867135,Rainy,Wed,47.898264662021575
,,50.18527893020671,4.923448781246423,Pune,9.716064924701413,4.342688854462017,5.465464282585174,5.8670371974240405,12.626107448088263,Sunny,Sat,3242.40827733537
,,50.282551947950246,4.031250283167502,Chennai,4.9130187132096905,5.4278390588493135,411.0918572129612,10.37040135620435,7.54582627248058,Rainy,Wed,2581.4554031467105
,,91.5231087127843,6.956385550743178,Bengaluru,6.165667133283026,-0.18415963393090307,340.73160468013,7.113407558121967,8.616838891124067,Rainy,Tue,2017.737240501699
,,70.27763407970203,0.9130658229166455,Pune,4.3026122566837195,4.731457897212529,94.68729827331299,13.222361980533242,15.862230220507822,Sunny,Tue,3229.3328150711413
,,62.79171709826337,5.93621045479088,Pune,6.715108988553228,5.206315720999614,384.2877515634518,17.747398314344238,3.179897531741368,Rainy,Fri,1593.710374275386
,,50.92781254711877,6.03941401212697,Hyderabad,14.817682788197503,8.565055344419502,467.974433679511,13.023325676173071,17.530325469152523,Rainy,Sun,535.0596502560886
,,39.4264825557416,4.599466056127795,Kochi,21.626770969180896,9.250712625879604,117.58095105456162,30.550517757670928,8.425923779464334,Rainy,Thu,77.46202407579517
,,54.510132144326505,4.050321607000276,Chennai,10.665512248084429,7.296255108703406,244.56534325143105,9.020516079611387,4.166059510215714,Rainy,Mon,-120.34515525318068
,,70.25377200958926,0.8149231257477505,Chennai,6.255779552217463,8.985499527579726,824.5106969501301,14.693453811184924,6.486299231930754,Cloudy,Mon,2323.4216929748927
,,65.84483891512393,5.4883214915209555,Hyderabad,4.102453460850221,1.9915126830048646,442.3510446111419,9.558485581710222,11.788426547639112,Rainy,Wed,2315.02977492376
,,45.3031932083133,3.736808578976584,Hyderabad,7.662377438342109,14.824595247144542,471.6411052071084,2.125013783645622,-0.004466361465128799,Rainy,Fri,2159.420527418299
,,82.20086146923353,3.2377518551532565,Kochi,7.830258829589223,2.8346350892131564,203.2126459081801,12.043034792332975,1.3069512886563368,Sunny,Wed,411.48685853782183
,,47.690406473978996,6.786814634474213,Kochi,5.138885711231043,4.595235509214109,536.2575912744079,6.759331675215948,2.5982727643923464,Cloudy,Mon,283.5405288633544
,,14.232042151882055,3.680977204998731,Pune,9.46788292691518,0.6828462757361122,267.50495611131515,8.771870702789446,1.0595056964415104,Sunny,Sun,1959.7223924262203
,,34.13898318882905,0.544770546749632,Bengaluru,8.830550138521662,5.146280188259034,349.98404164000056,-1.7911585091075146,9.763177376960751,Sunny,Sun,1396.8569672082776
,,70.08863690748043,0.7344112734159238,Kochi,12.413615825671755,5.109193048072321,512.4036034612398,6.308661939430539,-1.4490059594336415,Sunny,Sun,1456.0249266831552
,,75.37979002362528,6.791729432916261,Hyderabad,6.828045591324709,-2.3746039708295332,1474.3426490176253,5.82703222336651,3.973790424657166,Cloudy,Tue,2079.4864276600006
,,73.82240025020354,1.2253131547914227,Kochi,10.5681740515275,14.3288527080875,461.55078008171216,5.316206735925335,-5.755129953858805,Sunny,Thu,2330.6479221187474
,,16.48079195147151,4.0011240951238225,Chennai,10.648902130283847,-2.1496161934913824,584.8475580136694,9.277027124273529,12.388181458557149,Sunny,Fri,1601.3751721054211
,,25.278342100606174,3.3219175144412256,Bengaluru,7.993162383710662,4.67527335270612,280.89299600152196,1.954293422215625,18.024165346589086,Sunny,Tue,1586.9163876390496
